adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/hctfNoMpQGfn3VXdBYb9p0P5bT5.jpg,"[53, 18]",1097549,en,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,256.803,/A8HbTd0FemZyFCh5qvJFpHGiwF8.jpg,2024-12-25,Babygirl,False,5.8,156
False,/1LSMstNHwJnJD7tpnb8gZcgGNQR.jpg,"[27, 53]",1164355,id,Lembayung,"Arum and Pica, who wanted to complete their internship at Lembayung hospital, had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom. The situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them.",237.546,/5x9LrW0yvtt6S3XovIQHgXfYvLL.jpg,2024-09-19,Lembayung,False,7.8,6
False,/jcEcle0wHoTpEkLmK4AcBKgWI45.jpg,"[10749, 18]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",212.535,/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,2024-10-10,We Live in Time,False,7.464,547
False,/b9OLxVueCcdBc0YbwSJShjtBjkt.jpg,"[10749, 18]",1267217,ru,Почему ты?,"Love comes without asking. Often not to those, not so and not then. Can a genuine feeling survive when everything started wrong and the whole world is against it? Give up everything or give up? Burn or survive?",212.657,/kcREsnVDEFFXmt5GuPwyGqyDuDJ.jpg,2024-04-25,Sugar Baby,False,6.6,7
False,/kwXycPsLA6SV3KUOagn343TtMOf.jpg,"[28, 878, 53]",791042,en,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",220.952,/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,2024-11-01,Levels,False,5.5,49
False,/5czIa6TUyMrtldHGXVZNEjnjbjC.jpg,"[27, 9648, 18]",1155095,en,The Moor,Claire is approached by the father of her murdered childhood friend to help investigate the haunted moor he believes is his son's final resting place.,189.744,/5l3MJjjCWl8GXXNWC7rCMmaB71g.jpg,2024-06-14,The Moor,False,5.3,32
False,/503LUrI9juBk1rktOPzxyMUTDEu.jpg,"[28, 14, 27]",957452,en,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",204.953,/g8TbOXrNMuqq7AaKqdvqS2oG4ob.jpg,2024-08-21,The Crow,False,5.9,916
False,/liuBLPXvisMRo5w2JEKHXceWq5u.jpg,"[28, 80, 18]",1171640,fr,GTMAX,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe.",180.956,/bx92hl70NUhojjO3eV6LqKllj4L.jpg,2024-11-19,GTMAX,False,6.022,112
False,/eFlx3fW8FHXOktGa7Tzy57RajtG.jpg,"[18, 10749]",1357459,tl,Tatsulok: Tatlo Magkasalo,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.",234.817,/zcmPxGIBxxsGVyYuzNWPCWjlQ8X.jpg,2024-10-11,Tatsulok: Tatlo Magkasalo,False,6.2,4
False,/rRBD8ORo9y34tYkAQJVbn4Ml6tu.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",238.417,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,2024-02-27,Dune: Part Two,False,8.151,6124
False,/n4ycOGj2tRLfINTJQ3wl0vNYqpR.jpg,"[16, 14, 10751, 12, 35]",592983,en,Spellbound,"When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.",171.988,/4dSrwXJNKtMtlkwJPgZMkjjuHvD.jpg,2024-11-22,Spellbound,False,6.758,211
False,/P82NAcEsLIYgQtrtn36tYsj41m.jpg,"[16, 35, 10751, 12, 28]",748783,en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",181.148,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,2024-04-30,The Garfield Movie,False,7.12,1181
False,/NqqLef2ITlK8olXT4iFuUXFwSh.jpg,"[9648, 53]",840705,en,Blink Twice,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",180.658,/lZGOK0I2DJSRlEPNOAFTSNxSjDD.jpg,2024-08-21,Blink Twice,False,6.7,1107
False,/fypydCipcWDKDTTCoPucBsdGYXW.jpg,"[878, 12, 28]",653346,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",215.625,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,False,7.098,3499
False,/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg,"[28, 12, 18]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",225.109,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg,2024-06-28,The Count of Monte Cristo,False,8.1,1317
False,/4r7e8KNcjmb8eAt3MzKZpcuIjAn.jpg,"[28, 878, 53, 35, 27]",995803,en,Arena Wars,"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom.",201.5,/4dRtXjk1rcsZlaMJpBn6Nh9cTfO.jpg,2024-06-25,Arena Wars,False,5.131,42
False,/znHensXVb77zzwXsORDwCguJOCZ.jpg,"[18, 10749]",1059128,en,Queer,"1950. William Lee, an American expat in Mexico City, spends his days almost entirely alone, except for a few contacts with other members of the small American community. His encounter with Eugene Allerton, an expat former soldier, new to the city, shows him, for the first time, that it might be finally possible to establish an intimate connection with somebody.",184.178,/xe4b2TMciLKA1C0JlhWxb4ENLln.jpg,2024-11-27,Queer,False,7.23,137
False,/hmZnqijPaaACjenDkrbWcCmcADI.jpg,[18],549509,en,The Brutalist,"Escaping post-war Europe, visionary architect László Tóth arrives in America to rebuild his life, his work, and his marriage to his wife Erzsébet after being forced apart during wartime by shifting borders and regimes. On his own in a strange new country, László settles in Pennsylvania, where the wealthy and prominent industrialist Harrison Lee Van Buren recognizes his talent for building. But power and legacy come at a heavy cost.",216.548,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg,2024-12-20,The Brutalist,False,4.9,85
False,/1fYIvYIwAWID27ZsmpOzAcEDOCv.jpg,"[53, 27, 80, 9648]",1084863,fr,Le Mangeur d'âmes,"When the disappearance of children and bloody murders multiply in a small mountain village, an old legend shrouded in sulphur reappears... Commander Guardiano and Captain of the Gendarmerie De Rolan are forced to join forces to uncover the truth.",171.797,/8XsQVmGQukwIVDM88Aa0C7L5hCp.jpg,2024-04-24,The Soul Eater,False,6.1,120
False,/6XjMwQTvnICBz6TguiDKkDVHvgS.jpg,"[27, 878, 53]",762441,en,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",164.729,/hU42CRk14JuPEdqZG3AWmagiPAP.jpg,2024-06-26,A Quiet Place: Day One,False,6.8,2451
False,/9Rhs8yzMTtAcOUvJXqUg7kzljb7.jpg,"[16, 10751, 35, 10402]",1371727,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",182.754,/i77OInTKcrnRlAozFOaB6D5mk15.jpg,2024-10-15,Sing: Thriller,False,7.2,147
False,/6GhU4BJnqLSaAuz0yQBq3RfdzsF.jpg,"[27, 9648]",1216191,en,Oddity,"After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",156.312,/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg,2024-07-19,Oddity,False,6.7,349
False,/9Xx0BCkxDsF47niAPsb8lQ0O9Qu.jpg,[18],1088514,es,La habitación de al lado,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter, and they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",207.582,/1U2HszJHEIf3ZcUhqIFHROB5wnD.jpg,2024-10-07,The Room Next Door,False,7.0,296
False,/tL8fzn7JaBzRJKsE1W6GrVxmMQj.jpg,"[80, 28, 53]",866398,en,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,198.745,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-08,The Beekeeper,False,7.3,3307
False,/86vpf0kTFk0epGRJpyemNNQbWmS.jpg,[27],1016848,en,The Front Room,"Everything goes to hell for newly-pregnant Belinda after her mother-in-law moves in. As the diabolical guest tries to get her claws on the child, Belinda must draw the line somewhere.",163.989,/zjkU6mZH9dMbQK2B622MlsRT8uw.jpg,2024-09-05,The Front Room,False,5.2,70
False,/39CRS71VP0d9VOsJ5TVgD8IaQnT.jpg,"[53, 28, 27, 878]",726139,ko,탈출: 프로젝트 사일런스,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",169.241,/fttoFfKikQMwIoV3UVvlCvBhbUw.jpg,2024-07-11,Project Silence,False,7.0,305
False,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,"[35, 14, 10751]",639720,en,IF,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",155.451,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,False,7.1,1223
False,/wNAhuOZ3Zf84jCIlrcI6JhgmY5q.jpg,"[28, 878, 12]",786892,en,Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",167.068,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,Furiosa: A Mad Max Saga,False,7.506,3810
False,/hQ9grQ2RjHS3X7crItJqhoGvUPm.jpg,"[28, 53, 80]",1147710,ko,하이재킹,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",169.126,/68jNkFi61MQjrJEqj2up5wZ4w5R.jpg,2024-06-21,Hijack 1971,False,6.5,87
False,/3m0j3hCS8kMAaP9El6Vy5Lqnyft.jpg,"[878, 27, 53]",1125510,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",185.254,/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg,2024-09-27,The Platform 2,False,5.6,1058
False,/aFDYcmwEWRiEh58Ri1tMpCUWPBp.jpg,"[10770, 10751, 35, 27, 16]",1354627,en,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",141.554,/aUOCmqkbCX94znDJNtSy1402Sie.jpg,2024-10-10,SpongeBob Squarepants: Kreepaway Kamp,False,7.0,71
False,/kNI01OBzgKmEXeWTIOsB2aVpVTw.jpg,[27],1287717,es,No entres,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",150.594,/1l6eDcH11b9aRmmd4a9WWwhVJ5T.jpg,2024-08-06,Do Not Enter,False,7.183,112
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",173.931,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.874,3192
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 53]",1064028,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",169.552,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,Subservience,False,6.699,576
False,/5PuM2lWFRVLZbyzErGVd8qHi55p.jpg,"[27, 53, 28]",1165466,en,Wake Up,"A group of young activists set out to make an environmental statement by vandalizing a home superstore as it closes. But their plan goes terribly wrong when they become trapped inside and must face a deranged security guard with a gruesome passion for primitive hunting. As the night fills with violence and terror, the teenagers find themselves in a desperate fight for their lives.",145.737,/erEAU7ygq2XFjziI3FpAdMajJFZ.jpg,2024-05-08,Wake Up,False,7.117,94
False,/wCtb0Jc9FqmPrrH1szBz9TlFu5B.jpg,"[53, 18]",1001028,fr,Une Affaire de principe,"2012, John Dalli, the European Commissioner for Health, is accused of corruption and influence peddling related to the tobacco industry. French Member of the European Parliament José Bové, maverick politician and prominent figure of the environmental party, suspects a setup by the tobacco manufacturer Swedish Match, potentially involving the President of the European Commission, José Barroso. Standing alone against all odds, he decides to investigate and unravel this story, which shook the foundations of the entire European institutions.",128.176,/3AdYe9YfmdwDFtnapMGxXoHh4uq.jpg,2024-05-01,Smoke Signals,False,6.8,28
False,/25PLE3shXYs1GTdjUNnmu8ppnl8.jpg,"[878, 27, 53]",1296753,en,Remnant,"Grace is a young woman whose life has been turned upside down by tragedy. When she returns home to the family farm to rebuild her shattered life, her world begins to unravel as a series of strange events haunt her, pushing Grace to the edge of madness. A mysterious figure lurks in the shadows and a ghostly woman appears in the darkness of night. Is Grace imagining these apparitions, or are they a warning of a nightmare still to come?",141.266,/nsdnZqEVBhlNoBFy7iGBbtS9sbp.jpg,2024-06-30,Remnant,False,4.857,14
False,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18, 80, 53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",163.31,/zPOOyw6HBb5Qo6uaWJ5UxrBR6Ll.jpg,2024-10-01,Joker: Folie à Deux,False,5.5,2089
False,/mYff2cdlBBU1DhyY6e3TcfCUF06.jpg,"[27, 53]",1111873,en,Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",129.36,/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-16,Abigail,False,6.8,1347
